Initializing NVTX monkey patches
Done with NVTX monkey patching
I Loading best validating checkpoint from /root/.local/share/deepspeech/checkpoints/best_dev-5932
I Loading variable from checkpoint: beta1_power
I Loading variable from checkpoint: beta2_power
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/bias
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/bias/Adam
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/bias/Adam_1
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/kernel
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/kernel/Adam
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/kernel/Adam_1
I Loading variable from checkpoint: global_step
I Loading variable from checkpoint: layer_1/bias
I Loading variable from checkpoint: layer_1/bias/Adam
I Loading variable from checkpoint: layer_1/bias/Adam_1
I Loading variable from checkpoint: layer_1/weights
I Loading variable from checkpoint: layer_1/weights/Adam
I Loading variable from checkpoint: layer_1/weights/Adam_1
I Loading variable from checkpoint: layer_2/bias
I Loading variable from checkpoint: layer_2/bias/Adam
I Loading variable from checkpoint: layer_2/bias/Adam_1
I Loading variable from checkpoint: layer_2/weights
I Loading variable from checkpoint: layer_2/weights/Adam
I Loading variable from checkpoint: layer_2/weights/Adam_1
I Loading variable from checkpoint: layer_3/bias
I Loading variable from checkpoint: layer_3/bias/Adam
I Loading variable from checkpoint: layer_3/bias/Adam_1
I Loading variable from checkpoint: layer_3/weights
I Loading variable from checkpoint: layer_3/weights/Adam
I Loading variable from checkpoint: layer_3/weights/Adam_1
I Loading variable from checkpoint: layer_5/bias
I Loading variable from checkpoint: layer_5/bias/Adam
I Loading variable from checkpoint: layer_5/bias/Adam_1
I Loading variable from checkpoint: layer_5/weights
I Loading variable from checkpoint: layer_5/weights/Adam
I Loading variable from checkpoint: layer_5/weights/Adam_1
I Loading variable from checkpoint: layer_6/bias
I Loading variable from checkpoint: layer_6/bias/Adam
I Loading variable from checkpoint: layer_6/bias/Adam_1
I Loading variable from checkpoint: layer_6/weights
I Loading variable from checkpoint: layer_6/weights/Adam
I Loading variable from checkpoint: layer_6/weights/Adam_1
I Loading variable from checkpoint: learning_rate
I STARTING Optimization
Epoch 0 |   Training | Elapsed Time: 0:00:00 | Steps: 0 | Loss: 0.000000
Epoch 0 |   Training | Elapsed Time: 0:00:03 | Steps: 1 | Loss: 46.405293
Epoch 0 |   Training | Elapsed Time: 0:00:03 | Steps: 2 | Loss: 46.180136
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 3 | Loss: 45.679213
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 4 | Loss: 45.278485
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 5 | Loss: 46.863925
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 6 | Loss: 48.278558
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 7 | Loss: 48.101782
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 8 | Loss: 49.551836
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 9 | Loss: 50.152042
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 10 | Loss: 50.710390
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 11 | Loss: 51.151495
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 12 | Loss: 51.375097
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 13 | Loss: 51.455702
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 14 | Loss: 52.264234
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 15 | Loss: 52.067217
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 16 | Loss: 52.191992
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 17 | Loss: 51.935901
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 18 | Loss: 51.677733
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 19 | Loss: 51.606756
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 20 | Loss: 51.114873
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 21 | Loss: 51.105238
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 22 | Loss: 51.436489
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 23 | Loss: 51.579729
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 24 | Loss: 52.281257
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 25 | Loss: 52.504579
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 26 | Loss: 52.604673
Epoch 0 |   Training | Elapsed Time: 0:00:08 | Steps: 27 | Loss: 52.973793
Epoch 0 |   Training | Elapsed Time: 0:00:08 | Steps: 28 | Loss: 52.703689
Epoch 0 |   Training | Elapsed Time: 0:00:08 | Steps: 29 | Loss: 52.488031
Epoch 0 |   Training | Elapsed Time: 0:00:08 | Steps: 30 | Loss: 52.648215
Epoch 0 |   Training | Elapsed Time: 0:00:08 | Steps: 31 | Loss: 53.168979
Epoch 0 |   Training | Elapsed Time: 0:00:08 | Steps: 32 | Loss: 53.263125
Epoch 0 |   Training | Elapsed Time: 0:00:09 | Steps: 33 | Loss: 53.704324
Epoch 0 |   Training | Elapsed Time: 0:00:09 | Steps: 34 | Loss: 54.165494
Epoch 0 |   Training | Elapsed Time: 0:00:09 | Steps: 35 | Loss: 55.037232
