Initializing NVTX monkey patches
Done with NVTX monkey patching
I Loading best validating checkpoint from /root/.local/share/deepspeech/checkpoints/best_dev-5095
I Loading variable from checkpoint: beta1_power
I Loading variable from checkpoint: beta2_power
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/bias
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/bias/Adam
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/bias/Adam_1
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/kernel
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/kernel/Adam
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/kernel/Adam_1
I Loading variable from checkpoint: global_step
I Loading variable from checkpoint: layer_1/bias
I Loading variable from checkpoint: layer_1/bias/Adam
I Loading variable from checkpoint: layer_1/bias/Adam_1
I Loading variable from checkpoint: layer_1/weights
I Loading variable from checkpoint: layer_1/weights/Adam
I Loading variable from checkpoint: layer_1/weights/Adam_1
I Loading variable from checkpoint: layer_2/bias
I Loading variable from checkpoint: layer_2/bias/Adam
I Loading variable from checkpoint: layer_2/bias/Adam_1
I Loading variable from checkpoint: layer_2/weights
I Loading variable from checkpoint: layer_2/weights/Adam
I Loading variable from checkpoint: layer_2/weights/Adam_1
I Loading variable from checkpoint: layer_3/bias
I Loading variable from checkpoint: layer_3/bias/Adam
I Loading variable from checkpoint: layer_3/bias/Adam_1
I Loading variable from checkpoint: layer_3/weights
I Loading variable from checkpoint: layer_3/weights/Adam
I Loading variable from checkpoint: layer_3/weights/Adam_1
I Loading variable from checkpoint: layer_5/bias
I Loading variable from checkpoint: layer_5/bias/Adam
I Loading variable from checkpoint: layer_5/bias/Adam_1
I Loading variable from checkpoint: layer_5/weights
I Loading variable from checkpoint: layer_5/weights/Adam
I Loading variable from checkpoint: layer_5/weights/Adam_1
I Loading variable from checkpoint: layer_6/bias
I Loading variable from checkpoint: layer_6/bias/Adam
I Loading variable from checkpoint: layer_6/bias/Adam_1
I Loading variable from checkpoint: layer_6/weights
I Loading variable from checkpoint: layer_6/weights/Adam
I Loading variable from checkpoint: layer_6/weights/Adam_1
I Loading variable from checkpoint: learning_rate
I STARTING Optimization
Epoch 0 |   Training | Elapsed Time: 0:00:00 | Steps: 0 | Loss: 0.000000
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 1 | Loss: 42.285957
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 2 | Loss: 50.653469
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 3 | Loss: 52.192616
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 4 | Loss: 52.655938
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 5 | Loss: 52.908964
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 6 | Loss: 54.023385
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 7 | Loss: 54.404180
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 8 | Loss: 54.585467
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 9 | Loss: 54.728812
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 10 | Loss: 55.909171
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 11 | Loss: 55.852409
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 12 | Loss: 56.555335
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 13 | Loss: 56.206900
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 14 | Loss: 55.396000
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 15 | Loss: 55.736542
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 16 | Loss: 55.884291
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 17 | Loss: 55.787421
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 18 | Loss: 55.527714
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 19 | Loss: 55.680187
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 20 | Loss: 55.159039
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 21 | Loss: 55.248863
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 22 | Loss: 54.898172
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 23 | Loss: 54.430082
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 24 | Loss: 54.561380
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 25 | Loss: 54.115794
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 26 | Loss: 54.123768
Epoch 0 |   Training | Elapsed Time: 0:00:08 | Steps: 27 | Loss: 54.297881
Epoch 0 |   Training | Elapsed Time: 0:00:08 | Steps: 28 | Loss: 54.800673
