Initializing NVTX monkey patches
Done with NVTX monkey patching
I Loading best validating checkpoint from /root/.local/share/deepspeech/checkpoints/best_dev-37
I Loading variable from checkpoint: beta1_power
I Loading variable from checkpoint: beta2_power
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/bias
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/bias/Adam
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/bias/Adam_1
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/kernel
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/kernel/Adam
I Loading variable from checkpoint: cudnn_lstm/rnn/multi_rnn_cell/cell_0/cudnn_compatible_lstm_cell/kernel/Adam_1
I Loading variable from checkpoint: global_step
I Loading variable from checkpoint: layer_1/bias
I Loading variable from checkpoint: layer_1/bias/Adam
I Loading variable from checkpoint: layer_1/bias/Adam_1
I Loading variable from checkpoint: layer_1/weights
I Loading variable from checkpoint: layer_1/weights/Adam
I Loading variable from checkpoint: layer_1/weights/Adam_1
I Loading variable from checkpoint: layer_2/bias
I Loading variable from checkpoint: layer_2/bias/Adam
I Loading variable from checkpoint: layer_2/bias/Adam_1
I Loading variable from checkpoint: layer_2/weights
I Loading variable from checkpoint: layer_2/weights/Adam
I Loading variable from checkpoint: layer_2/weights/Adam_1
I Loading variable from checkpoint: layer_3/bias
I Loading variable from checkpoint: layer_3/bias/Adam
I Loading variable from checkpoint: layer_3/bias/Adam_1
I Loading variable from checkpoint: layer_3/weights
I Loading variable from checkpoint: layer_3/weights/Adam
I Loading variable from checkpoint: layer_3/weights/Adam_1
I Loading variable from checkpoint: layer_5/bias
I Loading variable from checkpoint: layer_5/bias/Adam
I Loading variable from checkpoint: layer_5/bias/Adam_1
I Loading variable from checkpoint: layer_5/weights
I Loading variable from checkpoint: layer_5/weights/Adam
I Loading variable from checkpoint: layer_5/weights/Adam_1
I Loading variable from checkpoint: layer_6/bias
I Loading variable from checkpoint: layer_6/bias/Adam
I Loading variable from checkpoint: layer_6/bias/Adam_1
I Loading variable from checkpoint: layer_6/weights
I Loading variable from checkpoint: layer_6/weights/Adam
I Loading variable from checkpoint: layer_6/weights/Adam_1
I Loading variable from checkpoint: learning_rate
I STARTING Optimization
Epoch 0 |   Training | Elapsed Time: 0:00:00 | Steps: 0 | Loss: 0.000000
Epoch 0 |   Training | Elapsed Time: 0:00:03 | Steps: 1 | Loss: 50.360138
Epoch 0 |   Training | Elapsed Time: 0:00:03 | Steps: 2 | Loss: 67.157070
Epoch 0 |   Training | Elapsed Time: 0:00:03 | Steps: 3 | Loss: 64.027198
Epoch 0 |   Training | Elapsed Time: 0:00:03 | Steps: 4 | Loss: 72.852920
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 5 | Loss: 80.387266
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 6 | Loss: 80.404493
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 7 | Loss: 77.404961
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 8 | Loss: 78.696658
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 9 | Loss: 78.189493
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 10 | Loss: 78.265052
Epoch 0 |   Training | Elapsed Time: 0:00:04 | Steps: 11 | Loss: 75.391374
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 12 | Loss: 76.452343
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 13 | Loss: 77.344557
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 14 | Loss: 76.816561
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 15 | Loss: 75.018049
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 16 | Loss: 77.762516
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 17 | Loss: 77.719453
Epoch 0 |   Training | Elapsed Time: 0:00:05 | Steps: 18 | Loss: 78.015225
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 19 | Loss: 78.831122
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 20 | Loss: 79.817019
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 21 | Loss: 80.979585
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 22 | Loss: 80.903969
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 23 | Loss: 80.728038
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 24 | Loss: 81.371498
Epoch 0 |   Training | Elapsed Time: 0:00:06 | Steps: 25 | Loss: 82.518908
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 26 | Loss: 82.417343
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 27 | Loss: 82.406085
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 28 | Loss: 82.876721
